DOL Year,Species Code,Species Name,Number Of Animals (sum),Landed Weight (sum),Region,Region Desc,Management Area
1995,137,"rockfish, bocaccio",0,195,1,Southeastern Region,D
1995,138,"rockfish, copper",0,37,1,Southeastern Region,D
1995,140,"rockfish, red",0,2,1,Southeastern Region,A
1995,140,"rockfish, red",0,37,1,Southeastern Region,D
1995,141,"perch, Pacific ocean",0,11,1,Southeastern Region,C
1995,142,"rockfish, black",0,2009,1,Southeastern Region,A
1995,142,"rockfish, black",0,12,1,Southeastern Region,C
1995,142,"rockfish, black",0,9393,1,Southeastern Region,D
1995,145,"rockfish, yelloweye (red snapper)",0,48,1,Southeastern Region,A
1995,145,"rockfish, yelloweye (red snapper)",0,47,1,Southeastern Region,B
1995,145,"rockfish, yelloweye (red snapper)",0,9,1,Southeastern Region,C
1995,145,"rockfish, yelloweye (red snapper)",0,789,1,Southeastern Region,D
1995,146,"rockfish, canary",0,433,1,Southeastern Region,D
1995,147,"rockfish, quillback",0,534,1,Southeastern Region,A
1995,147,"rockfish, quillback",0,3,1,Southeastern Region,C
1995,147,"rockfish, quillback",0,47,1,Southeastern Region,D
1995,148,"rockfish, tiger",0,1,1,Southeastern Region,D
1995,149,"rockfish, china",0,7,1,Southeastern Region,D
1995,150,"rockfish, rosethorn",0,2,1,Southeastern Region,D
1995,153,"rockfish, redbanded",0,36,1,Southeastern Region,D
1995,154,"rockfish, dusky",0,749,1,Southeastern Region,A
1995,154,"rockfish, dusky",0,574,1,Southeastern Region,D
1995,155,"rockfish, yellowtail",0,71,1,Southeastern Region,A
1995,155,"rockfish, yellowtail",0,1014,1,Southeastern Region,D
1995,156,"rockfish, widow",0,15,1,Southeastern Region,D
1995,157,"rockfish, silvergray",0,6,1,Southeastern Region,A
1995,157,"rockfish, silvergray",1,2477,1,Southeastern Region,D
1995,158,"rockfish, redstripe",0,40,1,Southeastern Region,D
1995,165,"sculpin, riffle",0,2,1,Southeastern Region,D
1995,168,"rockfish, unspecified demersal",0,7,1,Southeastern Region,B
1995,168,"rockfish, unspecified demersal",0,14,1,Southeastern Region,D
1995,169,"rockfish, unspecified pelagic",0,941,1,Southeastern Region,A
1995,169,"rockfish, unspecified pelagic",0,58,1,Southeastern Region,D
1995,210,eels or eel-like fish,0,6,1,Southeastern Region,A
1995,400,"salmon, roe (unknown species)",0,71395,1,Southeastern Region,A
1995,400,"salmon, roe (unknown species)",5,38433,1,Southeastern Region,B
1995,400,"salmon, roe (unknown species)",5,23796,1,Southeastern Region,C
1995,400,"salmon, roe (unknown species)",8,83589,1,Southeastern Region,D
1995,401,"salmon roe, chinook",0,301,1,Southeastern Region,C
1995,401,"salmon roe, chinook",0,623,2,Central Region,E
1995,401,"salmon roe, chinook",296,5357,3,A-Y-K Region,Y
1995,403,"salmon roe, coho",27114,22870,2,Central Region,E
1995,403,"salmon roe, coho",8,2229,3,A-Y-K Region,Y
1995,404,"salmon roe, pink",0,44,1,Southeastern Region,A
1995,404,"salmon roe, pink",133967,50864,2,Central Region,E
1995,405,"salmon roe, chum",0,20,1,Southeastern Region,A
1995,405,"salmon roe, chum",0,4,1,Southeastern Region,C
1995,405,"salmon roe, chum",15692,42354,2,Central Region,E
1995,405,"salmon roe, chum",304685,323239,3,A-Y-K Region,Y
1995,410,"salmon, chinook",36437,563215,1,Southeastern Region,A
1995,410,"salmon, chinook",19168,355687,1,Southeastern Region,B
1995,410,"salmon, chinook",19682,283245.5,1,Southeastern Region,C
1995,410,"salmon, chinook",138790,2335268,1,Southeastern Region,D
1995,410,"salmon, chinook",68783,1651624,2,Central Region,E
1995,410,"salmon, chinook",21588,531998,2,Central Region,H
1995,410,"salmon, chinook",99388,1964579,2,Central Region,T
1995,410,"salmon, chinook",73353,1270897,3,A-Y-K Region,W
1995,410,"salmon, chinook",5,93,3,A-Y-K Region,X
1995,410,"salmon, chinook",126292,2678749,3,A-Y-K Region,Y
1995,410,"salmon, chinook",8860,174771,3,A-Y-K Region,Z
1995,410,"salmon, chinook",18704,257744,4,Westward Region,K
1995,410,"salmon, chinook",5493,111187,4,Westward Region,L
1995,410,"salmon, chinook",25024,494265,4,Westward Region,M
1995,411,"chinook, sm.",40,168,1,Southeastern Region,A
1995,411,"chinook, sm.",699,3879,1,Southeastern Region,B
1995,411,"chinook, sm.",139,579,1,Southeastern Region,C
1995,411,"chinook, sm.",1100,4927,1,Southeastern Region,D
1995,420,"salmon, sockeye",375088,2259878,1,Southeastern Region,A
1995,420,"salmon, sockeye",1030594,5881698,1,Southeastern Region,B
1995,420,"salmon, sockeye",344558,2063511,1,Southeastern Region,C
1995,420,"salmon, sockeye",45091,188162,1,Southeastern Region,D
1995,420,"salmon, sockeye",1523464,8752852,2,Central Region,E
1995,420,"salmon, sockeye",3242594,18028667,2,Central Region,H
1995,420,"salmon, sockeye",44268809,243531820,2,Central Region,T
1995,420,"salmon, sockeye",200037,1374448,3,A-Y-K Region,W
1995,420,"salmon, sockeye",128,920,3,A-Y-K Region,Z
1995,420,"salmon, sockeye",4488545,22932615,4,Westward Region,K
1995,420,"salmon, sockeye",1724045,11522321,4,Westward Region,L
1995,420,"salmon, sockeye",6288969,33954898,4,Westward Region,M
1995,430,"salmon, coho",1024283,8511906,1,Southeastern Region,A
1995,430,"salmon, coho",753397,5606605,1,Southeastern Region,B
1995,430,"salmon, coho",396874,3111115,1,Southeastern Region,C
1995,430,"salmon, coho",1171124,8319951,1,Southeastern Region,D
1995,430,"salmon, coho",965017,9031972,2,Central Region,E
1995,430,"salmon, coho",465587,3015728,2,Central Region,H
1995,430,"salmon, coho",49444,329841,2,Central Region,T
1995,430,"salmon, coho",562159,4016219,3,A-Y-K Region,W
1995,430,"salmon, coho",46251,319031,3,A-Y-K Region,Y
1995,430,"salmon, coho",47862,356190,3,A-Y-K Region,Z
1995,430,"salmon, coho",307795,2473082,4,Westward Region,K
1995,430,"salmon, coho",281518,2062086,4,Westward Region,L
1995,430,"salmon, coho",399985,2664131,4,Westward Region,M
1995,440,"salmon, pink",1284764,4420733,1,Southeastern Region,A
1995,440,"salmon, pink",39479327,124850223,1,Southeastern Region,B
1995,440,"salmon, pink",3827093,12446983,1,Southeastern Region,C
1995,440,"salmon, pink",3374322,11018520,1,Southeastern Region,D
1995,440,"salmon, pink",16065231,57283931,2,Central Region,E
1995,440,"salmon, pink",2982154,8730216,2,Central Region,H
1995,440,"salmon, pink",471,1674,2,Central Region,T
1995,440,"salmon, pink",321,1178,3,A-Y-K Region,W
1995,440,"salmon, pink",81644,198121,3,A-Y-K Region,Z
1995,440,"salmon, pink",42849309,150392033,4,Westward Region,K
1995,440,"salmon, pink",2057998,7350386,4,Westward Region,L
1995,440,"salmon, pink",16324113,58763067,4,Westward Region,M
1995,450,"salmon, chum",1492531,12818407,1,Southeastern Region,A
1995,450,"salmon, chum",3964732,34265856,1,Southeastern Region,B
1995,450,"salmon, chum",851077,7425940,1,Southeastern Region,C
1995,450,"salmon, chum",4917353,37103768,1,Southeastern Region,D
1995,450,"salmon, chum",758545,5958476,2,Central Region,E
1995,450,"salmon, chum",577425,4146295,2,Central Region,H
1995,450,"salmon, chum",979880,6215842,2,Central Region,T
1995,450,"salmon, chum",723453,4986221,3,A-Y-K Region,W
1995,450,"salmon, chum",290855,2330903,3,A-Y-K Region,X
1995,450,"salmon, chum",527705,3580010,3,A-Y-K Region,Y
1995,450,"salmon, chum",42898,290445,3,A-Y-K Region,Z
1995,450,"salmon, chum",1522810,11412444,4,Westward Region,K
1995,450,"salmon, chum",380954,2814987,4,Westward Region,L
1995,450,"salmon, chum",1827615,12789390,4,Westward Region,M
1995,511,"smelt, eulachon",0,19700,1,Southeastern Region,B
1995,516,"smelt, capelin",0,12041,2,Central Region,T
1995,520,"char, Arctic (general)",2090,13195,3,A-Y-K Region,X
1995,530,Dolly Varden (general),19,13,3,A-Y-K Region,Z
1995,540,"trout, steelhead",321,2504,1,Southeastern Region,A
1995,540,"trout, steelhead",4,28,1,Southeastern Region,B
1995,540,"trout, steelhead",128,1038,1,Southeastern Region,C
1995,540,"trout, steelhead",0,271,1,Southeastern Region,D
1995,580,"whitefish, general",278,482,3,A-Y-K Region,Y
1995,580,"whitefish, general",56,1700,3,A-Y-K Region,Z
1995,690,"shark, salmon",0,82,1,Southeastern Region,A
1995,999,Missing value,0,12,3,A-Y-K Region,W
1996,000,,8207,109,3,A-Y-K Region,W
1996,130,lingcod,2,20158,1,Southeastern Region,A
1996,130,lingcod,1,2936,1,Southeastern Region,B
1996,130,lingcod,0,508,1,Southeastern Region,C
1996,130,lingcod,25,12998,1,Southeastern Region,D
1996,137,"rockfish, bocaccio",0,39,1,Southeastern Region,A
1996,137,"rockfish, bocaccio",0,31,1,Southeastern Region,D
1996,140,"rockfish, red",0,16,1,Southeastern Region,D
1996,142,"rockfish, black",0,3988,1,Southeastern Region,A
1996,142,"rockfish, black",6,4315,1,Southeastern Region,D
1996,145,"rockfish, yelloweye (red snapper)",0,18,1,Southeastern Region,A
1996,145,"rockfish, yelloweye (red snapper)",0,38,1,Southeastern Region,B
1996,145,"rockfish, yelloweye (red snapper)",0,608,1,Southeastern Region,D
1996,146,"rockfish, canary",0,20,1,Southeastern Region,A
1996,146,"rockfish, canary",0,306,1,Southeastern Region,D
1996,147,"rockfish, quillback",0,6,1,Southeastern Region,A
1996,147,"rockfish, quillback",0,143,1,Southeastern Region,D
1996,148,"rockfish, tiger",0,5,1,Southeastern Region,D
1996,153,"rockfish, redbanded",0,8,1,Southeastern Region,D
1996,154,"rockfish, dusky",0,84,1,Southeastern Region,A
1996,154,"rockfish, dusky",0,298,1,Southeastern Region,D
1996,155,"rockfish, yellowtail",0,15,1,Southeastern Region,A
1996,155,"rockfish, yellowtail",0,472,1,Southeastern Region,D
1996,157,"rockfish, silvergray",0,49,1,Southeastern Region,A
1996,157,"rockfish, silvergray",1,1097,1,Southeastern Region,D
1996,158,"rockfish, redstripe",0,8,1,Southeastern Region,D
1996,168,"rockfish, unspecified demersal",0,2,1,Southeastern Region,A
1996,169,"rockfish, unspecified pelagic",0,33,1,Southeastern Region,A
1996,250,"tomcod, Pacific",86,52,3,A-Y-K Region,Z
1996,400,"salmon, roe (unknown species)",2,58801,1,Southeastern Region,A
1996,400,"salmon, roe (unknown species)",0,23,1,Southeastern Region,B
1996,400,"salmon, roe (unknown species)",108,21011,1,Southeastern Region,C
1996,400,"salmon, roe (unknown species)",0,30008,1,Southeastern Region,D
1996,400,"salmon, roe (unknown species)",0,2021,3,A-Y-K Region,W
1996,400,"salmon, roe (unknown species)",905,1067,3,A-Y-K Region,Z
1996,401,"salmon roe, chinook",0,1810,1,Southeastern Region,A
1996,401,"salmon roe, chinook",0,3762,1,Southeastern Region,D
1996,401,"salmon roe, chinook",6,25,2,Central Region,E
1996,401,"salmon roe, chinook",230,388,3,A-Y-K Region,W
1996,401,"salmon roe, chinook",670,1470,3,A-Y-K Region,Y
1996,402,"salmon roe, sockeye",0,5,1,Southeastern Region,D
1996,403,"salmon roe, coho",0,236,1,Southeastern Region,B
1996,403,"salmon roe, coho",0,155,1,Southeastern Region,D
1996,403,"salmon roe, coho",36450,19080,2,Central Region,E
1996,403,"salmon roe, coho",1413,798,3,A-Y-K Region,W
1996,403,"salmon roe, coho",5603,4829,3,A-Y-K Region,Y
1996,404,"salmon roe, pink",0,2074,1,Southeastern Region,A
1996,404,"salmon roe, pink",43,213,1,Southeastern Region,C
1996,404,"salmon roe, pink",0,72624,1,Southeastern Region,D
1996,404,"salmon roe, pink",439367,144999,2,Central Region,E
1996,404,"salmon roe, pink",100,1,3,A-Y-K Region,Y
1996,405,"salmon roe, chum",1381,776270,1,Southeastern Region,A
1996,405,"salmon roe, chum",0,32876,1,Southeastern Region,B
1996,405,"salmon roe, chum",0,172366,1,Southeastern Region,D
1996,405,"salmon roe, chum",113237,72875,2,Central Region,E
1996,405,"salmon roe, chum",3126,3246,3,A-Y-K Region,W
1996,405,"salmon roe, chum",401754,329430,3,A-Y-K Region,Y
1996,410,"salmon, chinook",36765,581871,1,Southeastern Region,A
1996,410,"salmon, chinook",13073,222526,1,Southeastern Region,B
1996,410,"salmon, chinook",19068,304104,1,Southeastern Region,C
1996,410,"salmon, chinook",151978,2665574,1,Southeastern Region,D
1996,410,"salmon, chinook",58657,1396594,2,Central Region,E
1996,410,"salmon, chinook",15496,424759,2,Central Region,H
1996,410,"salmon, chinook",86607,1480005,2,Central Region,T
1996,410,"salmon, chinook",22760,357083,3,A-Y-K Region,W
1996,410,"salmon, chinook",3,51,3,A-Y-K Region,X
1996,410,"salmon, chinook",91653,1867144,3,A-Y-K Region,Y
1996,410,"salmon, chinook",4999,96141,3,A-Y-K Region,Z
1996,410,"salmon, chinook",13071,178538,4,Westward Region,K
1996,410,"salmon, chinook",3145,62603,4,Westward Region,L
1996,410,"salmon, chinook",10461,179197,4,Westward Region,M
1996,411,"chinook, sm.",123,458,1,Southeastern Region,A
1996,411,"chinook, sm.",213,956,1,Southeastern Region,B
1996,411,"chinook, sm.",388,2364,1,Southeastern Region,C
1996,411,"chinook, sm.",223,1497,1,Southeastern Region,D
1996,420,"salmon, sockeye",598704,4118564,1,Southeastern Region,A
1996,420,"salmon, sockeye",1640271,10186413,1,Southeastern Region,B
1996,420,"salmon, sockeye",499327,3380464,1,Southeastern Region,C
1996,420,"salmon, sockeye",61546,244792,1,Southeastern Region,D
1996,420,"salmon, sockeye",3000602,19061506,2,Central Region,E
1996,420,"salmon, sockeye",4375582,27038237,2,Central Region,H
1996,420,"salmon, sockeye",29592257,185946261,2,Central Region,T
1996,420,"salmon, sockeye",122522,880272,3,A-Y-K Region,W
1996,420,"salmon, sockeye",1,8,3,A-Y-K Region,Z
1996,420,"salmon, sockeye",4970390,28240653,4,Westward Region,K
1996,420,"salmon, sockeye",1958393,14902745,4,Westward Region,L
1996,420,"salmon, sockeye",3454260,20782660,4,Westward Region,M
1996,430,"salmon, coho",943608,7124751,1,Southeastern Region,A
1996,430,"salmon, coho",755405,5398004.8,1,Southeastern Region,B
1996,430,"salmon, coho",450512,3365592,1,Southeastern Region,C
1996,430,"salmon, coho",1007426,6839487,1,Southeastern Region,D
1996,430,"salmon, coho",459319,3945315,2,Central Region,E
1996,430,"salmon, coho",335941,2111019,2,Central Region,H
1996,430,"salmon, coho",125344,1081097,2,Central Region,T
1996,430,"salmon, coho",1101633,8779650,3,A-Y-K Region,W
1996,430,"salmon, coho",54371,414506,3,A-Y-K Region,Y
1996,430,"salmon, coho",70458,593410,3,A-Y-K Region,Z
1996,430,"salmon, coho",201836,1646722,4,Westward Region,K
1996,430,"salmon, coho",193246,1485947,4,Westward Region,L
1996,430,"salmon, coho",450687,3293330,4,Westward Region,M
1996,433,,25,202,3,A-Y-K Region,W
1996,440,"salmon, pink",3391677,10445135,1,Southeastern Region,A
1996,440,"salmon, pink",52041714,154698965,1,Southeastern Region,B
1996,440,"salmon, pink",5842445,17983154,1,Southeastern Region,C
1996,440,"salmon, pink",3353878,10772546,1,Southeastern Region,D
1996,440,"salmon, pink",26048812,93350341,2,Central Region,E
1996,440,"salmon, pink",695764,2176716,2,Central Region,H
1996,440,"salmon, pink",37629,131251,2,Central Region,T
1996,440,"salmon, pink",1682,6400,3,A-Y-K Region,W
1996,440,"salmon, pink",487441,1196570,3,A-Y-K Region,Z
1996,440,"salmon, pink",20,50,4,Westward Region,F
1996,440,"salmon, pink",3486930,12064961,4,Westward Region,K
1996,440,"salmon, pink",189068,536218,4,Westward Region,L
1996,440,"salmon, pink",2261345,7368412,4,Westward Region,M
1996,450,"salmon, chum",3246890,29878282,1,Southeastern Region,A
1996,450,"salmon, chum",5050543,47854296,1,Southeastern Region,B
1996,450,"salmon, chum",1049422,10341495,1,Southeastern Region,C
1996,450,"salmon, chum",6696542,60062057,1,Southeastern Region,D
1996,450,"salmon, chum",2103559,18208774,2,Central Region,E
1996,450,"salmon, chum",167168,1275226,2,Central Region,H
1996,450,"salmon, chum",826631,5686221,2,Central Region,T
1996,450,"salmon, chum",295760,2141522,3,A-Y-K Region,W
1996,450,"salmon, chum",79910,639624,3,A-Y-K Region,X
1996,450,"salmon, chum",249016,1796962,3,A-Y-K Region,Y
1996,450,"salmon, chum",10833,86009,3,A-Y-K Region,Z
1996,450,"salmon, chum",543751,4440828,4,Westward Region,K
1996,450,"salmon, chum",120891,779840,4,Westward Region,L
1996,450,"salmon, chum",862598,6345119,4,Westward Region,M
1996,510,"smelt, general",0,113000,2,Central Region,T
1996,511,"smelt, eulachon",0,8000,1,Southeastern Region,B
1996,511,"smelt, eulachon",0,65,1,Southeastern Region,C
1996,520,"char, Arctic (general)",188,1153,3,A-Y-K Region,X
1996,530,Dolly Varden (general),22,33,3,A-Y-K Region,Z
1996,540,"trout, steelhead",524,4012,1,Southeastern Region,A
1996,540,"trout, steelhead",7,58,1,Southeastern Region,B
1996,540,"trout, steelhead",170,1461,1,Southeastern Region,C
1996,540,"trout, steelhead",0,37,1,Southeastern Region,D
1996,560,"trout, cutthroat (general)",30,235,2,Central Region,T
1996,570,inconnu (sheefish),38,657,3,A-Y-K Region,Y
1996,580,"whitefish, general",1800,1499,0,,9
1996,580,"whitefish, general",127,358,3,A-Y-K Region,Y
1996,580,"whitefish, general",135,264,3,A-Y-K Region,Z
1996,583,"whitefish, least cisco",2327,2839,0,,9
1996,584,"whitefish, Arctic cisco",9076,8840,0,,9
1996,590,burbot,2,7,3,A-Y-K Region,Z
1996,741,,2,18,3,A-Y-K Region,W
1997,110,"cod, Pacific (gray)",0,11,1,Southeastern Region,A
1997,110,"cod, Pacific (gray)",0,6,1,Southeastern Region,D
1997,130,lingcod,29,6227,1,Southeastern Region,A
1997,130,lingcod,22,2551,1,Southeastern Region,B
1997,130,lingcod,14,389,1,Southeastern Region,C
1997,130,lingcod,113,21439,1,Southeastern Region,D
1997,137,"rockfish, bocaccio",0,86,1,Southeastern Region,D
1997,142,"rockfish, black",3,3402,1,Southeastern Region,A
1997,142,"rockfish, black",0,99,1,Southeastern Region,B
1997,142,"rockfish, black",18,7061,1,Southeastern Region,D
1997,143,"rockfish, thornyhead (idiots)",0,32,1,Southeastern Region,A
1997,143,"rockfish, thornyhead (idiots)",0,21,1,Southeastern Region,D
1997,145,"rockfish, yelloweye (red snapper)",2,177,1,Southeastern Region,A
1997,145,"rockfish, yelloweye (red snapper)",2,93,1,Southeastern Region,B
1997,145,"rockfish, yelloweye (red snapper)",6,1193,1,Southeastern Region,D
1997,146,"rockfish, canary",2,198,1,Southeastern Region,D
1997,147,"rockfish, quillback",0,95,1,Southeastern Region,A
1997,147,"rockfish, quillback",1,23,1,Southeastern Region,B
1997,147,"rockfish, quillback",0,85,1,Southeastern Region,D
1997,153,"rockfish, redbanded",0,3,1,Southeastern Region,D
1997,154,"rockfish, dusky",0,139,1,Southeastern Region,A
1997,154,"rockfish, dusky",0,1397,1,Southeastern Region,D
1997,155,"rockfish, yellowtail",0,100,1,Southeastern Region,A
1997,155,"rockfish, yellowtail",0,83,1,Southeastern Region,B
1997,155,"rockfish, yellowtail",2,1276,1,Southeastern Region,D
1997,156,"rockfish, widow",0,16,1,Southeastern Region,D
1997,157,"rockfish, silvergray",0,55,1,Southeastern Region,A
1997,157,"rockfish, silvergray",0,5,1,Southeastern Region,B
1997,157,"rockfish, silvergray",3,1038,1,Southeastern Region,D
1997,158,"rockfish, redstripe",0,21,1,Southeastern Region,D
1997,270,"pollock, walleye",0,5,1,Southeastern Region,A
1997,400,"salmon, roe (unknown species)",0,19609,1,Southeastern Region,A
1997,400,"salmon, roe (unknown species)",0,265,1,Southeastern Region,C
1997,400,"salmon, roe (unknown species)",8,36743,1,Southeastern Region,D
1997,400,"salmon, roe (unknown species)",0,55,3,A-Y-K Region,Z
1997,401,"salmon roe, chinook",2,959,1,Southeastern Region,A
1997,401,"salmon roe, chinook",819,3225,3,A-Y-K Region,Y
1997,401,"salmon roe, chinook",0,294,3,A-Y-K Region,Z
1997,402,"salmon roe, sockeye",1,3,1,Southeastern Region,D
1997,403,"salmon roe, coho",0,2099,1,Southeastern Region,A
1997,403,"salmon roe, coho",0,1702,1,Southeastern Region,D
1997,403,"salmon roe, coho",0,14413,2,Central Region,E
1997,403,"salmon roe, coho",0,531,3,A-Y-K Region,Z
1997,404,"salmon roe, pink",20485,14138,1,Southeastern Region,D
1997,404,"salmon roe, pink",0,96192,2,Central Region,E
1997,405,"salmon roe, chum",7,190,1,Southeastern Region,A
1997,405,"salmon roe, chum",22010,26385,1,Southeastern Region,B
1997,405,"salmon roe, chum",0,20537,2,Central Region,E
1997,405,"salmon roe, chum",109135,84761,3,A-Y-K Region,Y
1997,410,"salmon, chinook",31895,528468,1,Southeastern Region,A
1997,410,"salmon, chinook",26616,443564,1,Southeastern Region,B
1997,410,"salmon, chinook",19578,316855,1,Southeastern Region,C
1997,410,"salmon, chinook",222367,3880883,1,Southeastern Region,D
1997,410,"salmon, chinook",53728,1219320,2,Central Region,E
1997,410,"salmon, chinook",14559,384069,2,Central Region,H
1997,410,"salmon, chinook",76838,1262136,2,Central Region,T
1997,410,"salmon, chinook",48304,781820,3,A-Y-K Region,W
1997,410,"salmon, chinook",45,649,3,A-Y-K Region,X
1997,410,"salmon, chinook",112217,2314084,3,A-Y-K Region,Y
1997,410,"salmon, chinook",12573,224842,3,A-Y-K Region,Z
1997,410,"salmon, chinook",18735,186903,4,Westward Region,K
1997,410,"salmon, chinook",3120,48104,4,Westward Region,L
1997,410,"salmon, chinook",18164,292768,4,Westward Region,M
1997,411,"chinook, sm.",75,242,1,Southeastern Region,A
1997,411,"chinook, sm.",69,228,1,Southeastern Region,B
1997,411,"chinook, sm.",95,368,1,Southeastern Region,C
1997,411,"chinook, sm.",319,1189,1,Southeastern Region,D
1997,411,"chinook, sm.",1181,13077,3,A-Y-K Region,Y
1997,420,"salmon, sockeye",409021,2637484,1,Southeastern Region,A
1997,420,"salmon, sockeye",1660126,10189959,1,Southeastern Region,B
1997,420,"salmon, sockeye",360498,2352963,1,Southeastern Region,C
1997,420,"salmon, sockeye",47751,245382,1,Southeastern Region,D
1997,420,"salmon, sockeye",4163400,26339647,2,Central Region,E
1997,420,"salmon, sockeye",4449602,28642238,2,Central Region,H
1997,420,"salmon, sockeye",12159264,72707994,2,Central Region,T
1997,420,"salmon, sockeye",123532,876230,3,A-Y-K Region,W
1997,420,"salmon, sockeye",161,1095,3,A-Y-K Region,Z
1997,420,"salmon, sockeye",2506463,13164673,4,Westward Region,K
1997,420,"salmon, sockeye",770347,4864463,4,Westward Region,L
1997,420,"salmon, sockeye",4436522,25379210,4,Westward Region,M
1997,430,"salmon, coho",570374,4778117,1,Southeastern Region,A
1997,430,"salmon, coho",392056,2905192,1,Southeastern Region,B
1997,430,"salmon, coho",159246,1135247,1,Southeastern Region,C
1997,430,"salmon, coho",852751,5592068,1,Southeastern Region,D
1997,430,"salmon, coho",83116,637494,2,Central Region,E
1997,430,"salmon, coho",164023,1054586,2,Central Region,H
1997,430,"salmon, coho",50463,366466,2,Central Region,T
1997,430,"salmon, coho",167579,1262161,3,A-Y-K Region,W
1997,430,"salmon, coho",35364,255565,3,A-Y-K Region,Y
1997,430,"salmon, coho",32284,234986,3,A-Y-K Region,Z
1997,430,"salmon, coho",381099,3037101,4,Westward Region,K
1997,430,"salmon, coho",90908,756509,4,Westward Region,L
1997,430,"salmon, coho",210922,1566666,4,Westward Region,M
1997,440,"salmon, pink",6378258,25059253,1,Southeastern Region,A
1997,440,"salmon, pink",9854627,38492469,1,Southeastern Region,B
1997,440,"salmon, pink",7044507,26305936,1,Southeastern Region,C
1997,440,"salmon, pink",5697832,21585664,1,Southeastern Region,D
1997,440,"salmon, pink",25836563,96893071,2,Central Region,E
1997,440,"salmon, pink",2885557,8911979,2,Central Region,H
1997,440,"salmon, pink",110,372,2,Central Region,T
1997,440,"salmon, pink",10,27,3,A-Y-K Region,W
1997,440,"salmon, pink",20,50,3,A-Y-K Region,Z
1997,440,"salmon, pink",11035134,37273470,4,Westward Region,K
1997,440,"salmon, pink",844431,2784333,4,Westward Region,L
1997,440,"salmon, pink",2372072,7398101,4,Westward Region,M
1997,450,"salmon, chum",1794357,17082708,1,Southeastern Region,A
1997,450,"salmon, chum",4663093,41734345,1,Southeastern Region,B
1997,450,"salmon, chum",1059830,9899438,1,Southeastern Region,C
1997,450,"salmon, chum",4271859,37316283,1,Southeastern Region,D
1997,450,"salmon, chum",2227193,19181934,2,Central Region,E
1997,450,"salmon, chum",110021,806605,2,Central Region,H
1997,450,"salmon, chum",317606,2011244,2,Central Region,T
1997,450,"salmon, chum",67980,492391,3,A-Y-K Region,W
1997,450,"salmon, chum",142720,1141741,3,A-Y-K Region,X
1997,450,"salmon, chum",152930,1092104,3,A-Y-K Region,Y
1997,450,"salmon, chum",34103,253006,3,A-Y-K Region,Z
1997,450,"salmon, chum",520331,4159553,4,Westward Region,K
1997,450,"salmon, chum",155905,1196999,4,Westward Region,L
1997,450,"salmon, chum",725376,5009385,4,Westward Region,M
1997,510,"smelt, general",0,19000,1,Southeastern Region,B
1997,520,"char, Arctic (general)",3320,23203,3,A-Y-K Region,X
1997,531,Dolly Varden (anadromous),529,1078,2,Central Region,H
1997,540,"trout, steelhead",201,1361,1,Southeastern Region,A
1997,540,"trout, steelhead",11,738,1,Southeastern Region,D
1997,570,inconnu (sheefish),4,0,3,A-Y-K Region,Y
1997,580,"whitefish, general",4760,3700,0,,9
1997,580,"whitefish, general",274,309,3,A-Y-K Region,Y
1997,583,"whitefish, least cisco",150,99,0,,9
1997,584,"whitefish, Arctic cisco",9253,7929,0,,9
1997,689,"shark, other",2,0,1,Southeastern Region,D
1998,110,"cod, Pacific (gray)",0,274,1,Southeastern Region,D
1998,129,"flounder, starry",9378,29884,2,Central Region,H
1998,130,lingcod,240,4086,1,Southeastern Region,A
1998,130,lingcod,96,1988,1,Southeastern Region,B
1998,130,lingcod,15,1010,1,Southeastern Region,C
1998,130,lingcod,838,21259,1,Southeastern Region,D
1998,137,"rockfish, bocaccio",0,165,1,Southeastern Region,D
1998,138,"rockfish, copper",0,37,1,Southeastern Region,D
1998,142,"rockfish, black",27,2046,1,Southeastern Region,A
1998,142,"rockfish, black",8,17,1,Southeastern Region,B
1998,142,"rockfish, black",23,8041,1,Southeastern Region,D
1998,143,"rockfish, thornyhead (idiots)",0,1,1,Southeastern Region,B
1998,143,"rockfish, thornyhead (idiots)",0,2,1,Southeastern Region,D
1998,145,"rockfish, yelloweye (red snapper)",0,95,1,Southeastern Region,A
1998,145,"rockfish, yelloweye (red snapper)",6,58,1,Southeastern Region,B
1998,145,"rockfish, yelloweye (red snapper)",0,71,1,Southeastern Region,C
1998,145,"rockfish, yelloweye (red snapper)",1,1297,1,Southeastern Region,D
1998,146,"rockfish, canary",4,556,1,Southeastern Region,D
1998,147,"rockfish, quillback",0,11,1,Southeastern Region,A
1998,147,"rockfish, quillback",3,21,1,Southeastern Region,B
1998,147,"rockfish, quillback",0,40,1,Southeastern Region,C
1998,147,"rockfish, quillback",1,96,1,Southeastern Region,D
1998,148,"rockfish, tiger",0,6,1,Southeastern Region,D
1998,149,"rockfish, china",0,12,1,Southeastern Region,D
1998,150,"rockfish, rosethorn",0,3,1,Southeastern Region,D
1998,151,"rockfish, rougheye",0,31,1,Southeastern Region,D
1998,152,"rockfish, shortraker",0,19,1,Southeastern Region,D
1998,154,"rockfish, dusky",0,72,1,Southeastern Region,A
1998,154,"rockfish, dusky",0,2761,1,Southeastern Region,D
1998,155,"rockfish, yellowtail",1,2450,1,Southeastern Region,D
1998,156,"rockfish, widow",0,18,1,Southeastern Region,D
1998,157,"rockfish, silvergray",0,117,1,Southeastern Region,A
